Date,Open,High,Low,Close,Volume,Close_arima,Close_nn_model,Close_crnn_model,log_Close_arima,diff_log_Close_nn_model,scaled_diff_log_Close_nn_model,arima_output,arima_conf_int_lower,arima_conf_int_upper,nn_model_conf_int_lower,nn_model_conf_int_upper,crnn_model_conf_int_lower,crnn_model_conf_int_upper
2016-08-19 00:00:00+02:00,8556.2001953125,8556.2998046875,8393.5,8450.599609375,162782700.0,8450.599609375,8450.599609375,8450.599609375,9.04199267752305,-0.03096895491466256,-1.1612097748894987,8705.08692578232,,,,,,
2016-08-26 00:00:00+02:00,8595.7001953125,8673.900390625,8566.5,8659.5,125654500.0,8659.5,8659.5,8659.5,9.066412263169099,0.024419585646048958,0.868533724838277,8490.508131426932,,,,,,
2016-09-02 00:00:00+02:00,8789.900390625,8912.599609375,8743.2001953125,8908.900390625,227596500.0,8908.900390625,8908.900390625,8908.900390625,9.094806099899916,0.028393836730817412,1.0141723393230346,8648.704304709432,,,,,,
2016-09-09 00:00:00+02:00,9065.5,9135.7998046875,9004.7998046875,9025.5,232053100.0,9025.5,9025.5,9025.5,9.107809183328516,0.013003083428600348,0.4501697287677443,8941.355709506191,,,,,,
2016-09-16 00:00:00+02:00,8700.900390625,8725.099609375,8603.2998046875,8633.400390625,406191900.0,8633.400390625,8633.400390625,8633.400390625,9.063393726243216,-0.04441545708530015,-1.653964234541874,9060.214783261074,,,,,,
2016-09-23 00:00:00+02:00,8885.900390625,8893.900390625,8785.7998046875,8823.599609375,315879000.0,8823.599609375,8823.599609375,8823.599609375,9.085185184719696,0.02179145847648023,0.7722245607966101,8541.082888508046,,,,,,
2016-09-30 00:00:00+02:00,8649.0,8805.400390625,8543.099609375,8779.400390625,452000800.0,8779.400390625,8779.400390625,8779.400390625,9.080163391657592,-0.005021793062104152,-0.21036177323674682,8778.39783776198,,,,,,
2016-10-07 00:00:00+02:00,8759.900390625,8762.2998046875,8596.0,8624.2998046875,284890200.0,8624.2998046875,8624.2998046875,8624.2998046875,9.062339056538901,-0.01782433511869108,-0.6795179607132087,8714.012309953068,,,,,,
2016-10-14 00:00:00+02:00,8640.7998046875,8800.7998046875,8635.5,8767.900390625,244609600.0,8767.900390625,8767.900390625,8767.900390625,9.078852648564984,0.016513592026083046,0.5788142450223073,8702.398528262576,,,,,,
2016-10-21 00:00:00+02:00,9063.7001953125,9100.400390625,9035.599609375,9100.400390625,260459500.0,9100.400390625,9100.400390625,9100.400390625,9.116073690506795,0.03722104194181064,1.3376501240127723,8739.406622130951,,,,,,
2016-10-28 00:00:00+02:00,9150.400390625,9206.599609375,9086.0,9201.2998046875,341230200.0,9201.2998046875,9201.2998046875,9201.2998046875,9.127100036175818,0.011026345669023385,0.37773108753346357,9224.620459268703,,,,,,
2016-11-04 00:00:00+01:00,8862.2998046875,8866.099609375,8755.099609375,8791.599609375,230506300.0,8791.599609375,8791.599609375,8791.599609375,9.081551954711502,-0.045548081464316326,-1.6954698771832686,9107.2123494276,,,,,,
2016-11-11 00:00:00+01:00,8819.5,8840.099609375,8614.099609375,8639.2001953125,358277200.0,8639.2001953125,8639.2001953125,8639.2001953125,9.064065287526256,-0.017486667185245608,-0.6671439337747986,8753.711604303186,,,,,,
2016-11-18 00:00:00+01:00,8754.7001953125,8756.2998046875,8581.5,8622.900390625,293094300.0,8622.900390625,8622.900390625,8622.900390625,9.062176779293932,-0.0018885082323247815,-0.09554082919924554,8609.777955452879,,,,,,
2016-11-25 00:00:00+01:00,8671.0,8674.7998046875,8623.7998046875,8674.400390625,170456600.0,8674.400390625,8674.400390625,8674.400390625,9.068131483189903,0.005954703895971747,0.1918779883618761,8603.69248382169,,,,,,
2016-12-02 00:00:00+01:00,8610.599609375,8635.599609375,8576.0,8607.099609375,249927400.0,8607.099609375,8607.099609375,8607.099609375,9.060342677648036,-0.007788805541867561,-0.31176046577513106,8714.410026780855,,,,,,
2016-12-09 00:00:00+01:00,9121.099609375,9179.400390625,9093.400390625,9169.599609375,330164800.0,9169.599609375,9169.599609375,9169.599609375,9.123648901197468,0.06330622354943216,2.293555935418903,8719.529591873707,,,,,,
2016-12-16 00:00:00+01:00,9310.2998046875,9452.900390625,9299.2998046875,9412.7998046875,577320300.0,9412.7998046875,9412.7998046875,9412.7998046875,9.14982572336052,0.02617682216305184,0.9329286224427978,9107.297468566685,,,,,,
2016-12-23 00:00:00+01:00,9347.400390625,9377.900390625,9339.599609375,9367.7001953125,156027000.0,9367.7001953125,9367.7001953125,9367.7001953125,9.145022901703157,-0.004802821657362344,-0.20233744580544763,9508.18946265397,,,,,,
2016-12-30 00:00:00+01:00,9310.0,9352.099609375,9293.2001953125,9352.099609375,166814400.0,9352.099609375,9352.099609375,9352.099609375,9.143356154225955,-0.0016667474772020796,-0.08741428449074845,9218.594070228668,,,,,,
2017-01-06 00:00:00+01:00,9487.0,9515.900390625,9451.2001953125,9515.900390625,144566300.0,9515.900390625,9515.900390625,9515.900390625,9.160719403800282,0.017363249574327,0.6099504126859503,9319.2665467276,,,,,,
2017-01-13 00:00:00+01:00,9445.099609375,9524.2998046875,9416.7001953125,9511.599609375,210314400.0,9511.599609375,9511.599609375,9511.599609375,9.160267344273468,-0.0004520595268147076,-0.042901377190113284,9479.187812771259,,,,,,
2017-01-20 00:00:00+01:00,9377.5,9439.0,9345.2001953125,9380.099609375,238865500.0,9380.099609375,9380.099609375,9380.099609375,9.14634566128024,-0.013921682993228046,-0.5365031294292045,9557.3111431312,,,,,,
2017-01-27 00:00:00+01:00,9531.400390625,9533.5,9420.2001953125,9504.099609375,234868100.0,9504.099609375,9504.099609375,9504.099609375,9.15947852233191,0.013132861051669664,0.45492550106592095,9349.016620354276,,,,,,
2017-02-03 00:00:00+01:00,9435.2998046875,9482.599609375,9396.7998046875,9462.7001953125,393825900.0,9462.7001953125,9462.7001953125,9462.7001953125,9.155113054226,-0.004365468105909542,-0.18631038462713126,9576.83529814102,,,,,,
2017-02-10 00:00:00+01:00,9478.2001953125,9498.2998046875,9356.0,9378.099609375,231384700.0,9378.099609375,9378.099609375,9378.099609375,9.14613242119421,-0.008980633031789864,-0.355435638942315,9421.809124420311,,,,,,
2017-02-17 00:00:00+01:00,9564.7998046875,9571.0,9438.2001953125,9500.2998046875,234061700.0,9500.2998046875,9500.2998046875,9500.2998046875,9.159078635478835,0.012946214284625057,0.4480857277424346,9327.222234957775,,,,,,
2017-02-24 00:00:00+01:00,9513.7001953125,9530.400390625,9383.099609375,9453.5,285872900.0,9453.5,9453.5,9453.5,9.154140322287983,-0.004938313190852028,-0.207302607490244,9465.591697513539,,,,,,
2017-03-03 00:00:00+01:00,9694.5,9799.599609375,9669.2001953125,9798.5,308709300.0,9798.5,9798.5,9798.5,9.189984591719108,0.0358442694311254,1.287197538949546,9444.099389219213,,,,,,
2017-03-10 00:00:00+01:00,10038.7998046875,10091.400390625,9989.099609375,10006.400390625,405124800.0,10006.400390625,10006.400390625,10006.400390625,9.210980206301038,0.020995614581929445,0.7430604240381791,9811.512276517167,,,,,,
2017-03-17 00:00:00+01:00,10153.0,10250.2001953125,10143.900390625,10245.7998046875,452778600.0,10245.7998046875,10245.7998046875,10245.7998046875,9.234623125433334,0.023642919132296214,0.8400723537353872,10043.747128895742,,,,,,
2017-03-24 00:00:00+01:00,10312.5,10330.2998046875,10276.2001953125,10309.400390625,189556100.0,10309.400390625,10309.400390625,10309.400390625,9.24081141728145,0.006188291848115313,0.2004379472031537,10226.590838951868,,,,,,
2017-03-31 00:00:00+02:00,10368.5,10462.900390625,10352.2001953125,10462.900390625,252476900.0,10462.900390625,10462.900390625,10462.900390625,9.255590983181376,0.014779565899926794,0.5152699049423243,10291.988652497064,,,,,,
2017-04-07 00:00:00+02:00,10466.900390625,10529.0,10443.5,10529.0,194305600.0,10529.0,10529.0,10529.0,9.26188863385676,0.006297650675383792,0.20444546151096882,10411.031283677466,,,,,,
2017-04-14 00:00:00+02:00,10347.900390625,10350.400390625,10264.599609375,10326.099609375,233810100.0,10326.099609375,10326.099609375,10326.099609375,9.24242991185588,-0.019458722000880613,-0.7394109659554817,10499.991761014424,,,,,,
2017-04-21 00:00:00+02:00,10388.599609375,10434.400390625,10307.7001953125,10377.0,325215300.0,10377.0,10377.0,10377.0,9.247347097605278,0.004917185749398811,0.15385756586044283,10278.72015721154,,,,,,
2017-04-28 00:00:00+02:00,10658.400390625,10745.5,10622.7998046875,10715.7998046875,298337300.0,10715.7998046875,10715.7998046875,10715.7998046875,9.279474548583263,0.03212745097798475,1.150992684686212,10439.947115303743,,,,,,
2017-05-05 00:00:00+02:00,10971.5,11135.400390625,10967.2001953125,11135.400390625,363491900.0,11135.400390625,11135.400390625,11135.400390625,9.31788453689188,0.03840998830861686,1.3812197168404567,10669.420776764435,,,,,,
2017-05-12 00:00:00+02:00,10861.900390625,10907.599609375,10836.0,10897.0,262435000.0,10897.0,10897.0,10897.0,9.296242800976886,-0.02164173591499363,-0.8194087102024059,11157.655664168937,,,,,,
2017-05-19 00:00:00+02:00,10711.7998046875,10843.599609375,10689.900390625,10835.400390625,320250400.0,10835.400390625,10835.400390625,10835.400390625,9.290573866737168,-0.005668934239718482,-0.23407661723465104,10839.338281213304,,,,,,
2017-05-26 00:00:00+02:00,10911.099609375,10918.7998046875,10801.599609375,10904.2001953125,179953300.0,10904.2001953125,10904.2001953125,10904.2001953125,9.296903333012718,0.006329466275550644,0.20561136165881297,10739.99566820779,,,,,,
2017-06-02 00:00:00+02:00,10960.0,11007.7001953125,10879.599609375,10905.900390625,426278800.0,10905.900390625,10905.900390625,10905.900390625,9.297059241997111,0.00015590898439299394,-0.020622037074437313,10862.263154470584,,,,,,
2017-06-09 00:00:00+02:00,10947.2001953125,11048.0,10884.7001953125,10978.2998046875,223090700.0,10978.2998046875,10978.2998046875,10978.2998046875,9.303675858327708,0.006616616330596514,0.21613413318836744,10894.405302039073,,,,,,
2017-06-16 00:00:00+02:00,10731.900390625,10786.2998046875,10702.099609375,10759.400390625,348073200.0,10759.400390625,10759.400390625,10759.400390625,9.28353510638469,-0.020140751943017676,-0.764404327897471,11035.311211521861,,,,,,
2017-06-23 00:00:00+02:00,10685.599609375,10715.5,10596.2998046875,10630.7998046875,120330400.0,10630.7998046875,10630.7998046875,10630.7998046875,9.271510708833663,-0.012024397551027022,-0.46697606201686537,10736.84055080552,,,,,,
2017-06-30 00:00:00+02:00,10541.2001953125,10583.7001953125,10433.2001953125,10444.5,197988500.0,10444.5,10444.5,10444.5,9.253830803050711,-0.017679905782951977,-0.6742252683544866,10611.873453612525,,,,,,
2017-07-07 00:00:00+02:00,10495.2001953125,10505.7001953125,10433.5,10488.7998046875,164172700.0,10488.7998046875,10488.7998046875,10488.7998046875,9.258063281564139,0.004232478513428006,0.12876609301499076,10422.01016412018,,,,,,
2017-07-14 00:00:00+02:00,10664.599609375,10704.2998046875,10619.2998046875,10655.099609375,164865000.0,10655.099609375,10655.099609375,10655.099609375,9.27379389309296,0.015730611528821825,0.5501214945247995,10506.766068030343,,,,,,
2017-07-21 00:00:00+02:00,10530.7001953125,10562.7998046875,10381.2001953125,10426.599609375,207706400.0,10426.599609375,10426.599609375,10426.599609375,9.25211547464453,-0.021678418448431103,-0.8207529617938817,10707.542511374508,,,,,,
2017-07-28 00:00:00+02:00,10574.400390625,10577.2998046875,10497.7001953125,10536.099609375,226261700.0,10536.099609375,10536.099609375,10536.099609375,9.262562697571195,0.010447222926664779,0.35650881646534494,10360.542667697962,,,,,,
2017-08-04 00:00:00+02:00,10525.0,10696.099609375,10516.400390625,10658.400390625,148692900.0,10658.400390625,10658.400390625,10658.400390625,9.2741036292955,0.011540931724304926,0.3965883762467022,10568.450658969852,,,,,,
2017-08-11 00:00:00+02:00,10377.2998046875,10399.0,10252.400390625,10282.900390625,163182000.0,10282.900390625,10282.900390625,10282.900390625,9.238237638381243,-0.035865990914256685,-1.3406643495630113,10670.574242759372,,,,,,
2017-08-18 00:00:00+02:00,10323.599609375,10392.5,10284.7998046875,10385.7001953125,129448100.0,10385.7001953125,10385.7001953125,10385.7001953125,9.248185157755438,0.00994751937419558,0.33819690524422347,10316.95403058492,,,,,,
2017-08-25 00:00:00+02:00,10373.900390625,10419.7998046875,10334.0,10345.2998046875,71646600.0,10345.2998046875,10345.2998046875,10345.2998046875,9.244287570396494,-0.003897587358943966,-0.1691646375973786,10349.837272513929,,,,,,
2017-09-01 00:00:00+02:00,10328.7998046875,10366.5,10314.099609375,10325.5,103848500.0,10325.5,10325.5,10325.5,9.242371842806847,-0.0019157275896475312,-0.09653829750285722,10329.972495386308,,,,,,
2017-09-08 00:00:00+02:00,10118.400390625,10165.7001953125,10087.599609375,10129.599609375,141953700.0,10129.599609375,10129.599609375,10129.599609375,9.223217071227134,-0.01915477157971246,-0.7282725357791288,10349.101475486017,,,,,,
2017-09-15 00:00:00+02:00,10321.2001953125,10370.7998046875,10287.2001953125,10317.400390625,302199200.0,10317.400390625,10317.400390625,10317.400390625,9.24158710717015,0.018370035943014784,0.6468446523025124,10162.966144172036,,,,,,
2017-09-22 00:00:00+02:00,10286.599609375,10313.900390625,10270.900390625,10305.0,130093900.0,10305.0,10305.0,10305.0,9.240384493324559,-0.0012026138455905055,-0.07040585256183654,10361.094192732748,,,,,,
2017-09-29 00:00:00+02:00,10336.900390625,10381.5,10277.5,10381.5,199148100.0,10381.5,10381.5,10381.5,9.247780654950027,0.0073961616254685225,0.2447009988069965,10264.00282667317,,,,,,
2017-10-06 00:00:00+02:00,10185.2001953125,10214.5,10116.599609375,10185.5,207012700.0,10185.5,10185.5,10185.5,9.228720419257613,-0.01906023569241455,-0.7248082162503698,10377.620391875938,,,,,,
2017-10-13 00:00:00+02:00,10298.599609375,10299.7001953125,10231.5,10258.0,141950000.0,10258.0,10258.0,10258.0,9.235813167949214,0.007092748691601258,0.23358226514808417,10175.236329520787,,,,,,
2017-10-20 00:00:00+02:00,10202.0,10249.0,10176.5,10222.7001953125,196126000.0,10222.7001953125,10222.7001953125,10222.7001953125,9.232366035838918,-0.00344713211029557,-0.15265745752715876,10258.564283224718,,,,,,
2017-10-27 00:00:00+02:00,10354.2998046875,10382.400390625,10136.900390625,10197.5,290366700.0,10197.5,10197.5,10197.5,9.229897871191714,-0.0024681646472046737,-0.11678265699011042,10272.340456973783,,,,,,
2017-11-03 00:00:00+01:00,10463.2998046875,10464.2998046875,10295.900390625,10357.7998046875,190286600.0,10357.7998046875,10357.7998046875,10357.7998046875,9.245495119193995,0.01559724800228146,0.545234314823804,10189.984244275147,,,,,,
2017-11-10 00:00:00+01:00,10138.599609375,10168.0,10075.7998046875,10092.7001953125,158359400.0,10092.7001953125,10092.7001953125,10092.7001953125,9.219567688578172,-0.025927430615823255,-0.9764603471071888,10395.53964105339,,,,,,
2017-11-17 00:00:00+01:00,10074.400390625,10087.5,9998.7001953125,10010.400390625,182668400.0,10010.400390625,10010.400390625,10010.400390625,9.211379870572761,-0.008187818005410463,-0.3263824967221073,10062.252457232937,,,,,,
2017-11-24 00:00:00+01:00,10044.900390625,10125.400390625,10036.599609375,10053.5,111154500.0,10053.5,10053.5,10053.5,9.215676111565703,0.004296240992941236,0.13110270410833857,9971.910759121447,,,,,,
2017-12-01 00:00:00+01:00,10225.5,10225.5,10083.7998046875,10085.0,183507100.0,10085.0,10085.0,10085.0,9.218804450388312,0.0031283388226093223,0.08830428742229487,10099.38813744732,,,,,,
2017-12-08 00:00:00+01:00,10322.5,10380.2998046875,10316.5,10321.099609375,161045100.0,10321.099609375,10321.099609375,10321.099609375,9.241945584655396,0.02314113426708353,0.821684171665292,10058.552932683737,,,,,,
2017-12-15 00:00:00+01:00,10156.7001953125,10212.2998046875,10113.7998046875,10150.400390625,321595200.0,10150.400390625,10150.400390625,10150.400390625,9.225268431044125,-0.016677153611270867,-0.6374788641036522,10410.667607013205,,,,,,
2017-12-22 00:00:00+01:00,10145.599609375,10235.7998046875,10138.2998046875,10182.0,138510600.0,10182.0,10182.0,10182.0,9.228376734462282,0.0031083034181573765,0.08757007901855153,10082.764837638848,,,,,,
2017-12-29 00:00:00+01:00,10091.2998046875,10100.2001953125,10028.7001953125,10043.900390625,118042900.0,10043.900390625,10043.900390625,10043.900390625,9.214720802926925,-0.013655931535357269,-0.5267645212496814,10180.403354975291,,,,,,
2018-01-05 00:00:00+01:00,10343.099609375,10411.400390625,10343.099609375,10411.400390625,145843400.0,10411.400390625,10411.400390625,10411.400390625,9.250656676156629,0.03593587322970393,1.2905544104762718,10027.342771982616,,,,,,
2018-01-12 00:00:00+01:00,10463.7001953125,10492.2001953125,10443.400390625,10462.400390625,154547300.0,10462.400390625,10462.400390625,10462.400390625,9.25554319414309,0.004886517986461669,0.1527337288385118,10465.30685473526,,,,,,
2018-01-19 00:00:00+01:00,10417.5,10500.099609375,10396.2001953125,10479.5,143558400.0,10479.5,10479.5,10479.5,9.257176246813215,0.0016330526701242576,0.03350870484302847,10454.26433791206,,,,,,
2018-01-26 00:00:00+01:00,10598.599609375,10635.099609375,10563.2001953125,10595.400390625,139534800.0,10595.400390625,10595.400390625,10595.400390625,9.268175260514548,0.010999013701333382,0.37672949256107496,10494.57343819622,,,,,,
2018-02-02 00:00:00+01:00,10359.2998046875,10369.2001953125,10205.2998046875,10211.2001953125,203689700.0,10211.2001953125,10211.2001953125,10211.2001953125,9.231240455211205,-0.0369348053033427,-1.3798316400657271,10557.13899661227,,,,,,
2018-02-09 00:00:00+01:00,9710.900390625,9752.2001953125,9581.099609375,9639.599609375,255495900.0,9639.599609375,9639.599609375,9639.599609375,9.173634852444819,-0.05760560276638671,-2.1373243697904694,10200.826455299008,,,,,,
2018-02-16 00:00:00+01:00,9785.2001953125,9839.7001953125,9768.7001953125,9832.099609375,188851400.0,9832.099609375,9832.099609375,9832.099609375,9.193407782335214,0.019772929890395474,0.6982544717647571,9608.270041776914,,,,,,
2018-02-23 00:00:00+01:00,9882.900390625,9891.099609375,9764.900390625,9822.400390625,181436600.0,9822.400390625,9822.400390625,9822.400390625,9.192420810442025,-0.0009869718931891924,-0.06250353474078094,9819.1793420016,,,,,,
2018-03-02 00:00:00+01:00,9680.0,9680.0,9510.7998046875,9531.099609375,208309000.0,9531.099609375,9531.099609375,9531.099609375,9.162315373976814,-0.030105436465211355,-1.1295656668858325,9882.110955709764,,,,,,
2018-03-09 00:00:00+01:00,9651.0,9704.900390625,9631.5,9686.099609375,117278700.0,9686.099609375,9686.099609375,9686.099609375,9.178447106760698,0.0161317327838848,0.5648208032956148,9562.646457251443,,,,,,
2018-03-16 00:00:00+01:00,9676.2001953125,9800.7998046875,9664.0,9761.0,313971200.0,9761.0,9761.0,9761.0,9.186150133174966,0.007703026414267455,0.2559462275863548,9662.18795396708,,,,,,
2018-03-23 00:00:00+01:00,9399.2001953125,9428.900390625,9327.599609375,9393.099609375,226994800.0,9393.099609375,9393.099609375,9393.099609375,9.14773061457738,-0.03841951859758552,-1.4342397744458988,9848.9480025012,,,,,,
2018-03-30 00:00:00+02:00,9595.599609375,9657.5,9581.7001953125,9600.400390625,153270700.0,9600.400390625,9600.400390625,9600.400390625,9.16956008394297,0.02182946936559027,0.7736174907115158,9268.768952902095,,,,,,
2018-04-06 00:00:00+02:00,9688.2998046875,9734.2001953125,9658.900390625,9682.7998046875,114953400.0,9682.7998046875,9682.7998046875,9682.7998046875,9.178106374471385,0.008546290528414602,0.2868481043449196,9658.606325764811,,,,,,
2018-04-13 00:00:00+02:00,9764.0,9858.900390625,9744.400390625,9767.2998046875,137074600.0,9767.2998046875,9767.2998046875,9767.2998046875,9.186795330654423,0.008688956183037888,0.29207616564017286,9673.535010670472,,,,,,
2018-04-20 00:00:00+02:00,9864.400390625,9908.0,9847.099609375,9884.2001953125,139382700.0,9884.2001953125,9884.2001953125,9884.2001953125,9.198692821386636,0.011897490732213356,0.4096546769877056,9852.111477615392,,,,,,
2018-04-27 00:00:00+02:00,9894.2001953125,9947.2998046875,9883.7998046875,9925.400390625,139092700.0,9925.400390625,9925.400390625,9925.400390625,9.202852446366375,0.004159624979738652,0.12609633524666536,9907.432336790385,,,,,,
2018-05-04 00:00:00+02:00,10047.099609375,10104.099609375,10029.400390625,10104.099609375,162050000.0,10104.099609375,10104.099609375,10104.099609375,9.22069652239177,0.017844076025394173,0.6275705621549731,9976.537136935658,,,,,,
2018-05-11 00:00:00+02:00,10245.2001953125,10284.5,10242.099609375,10271.400390625,120333700.0,10271.400390625,10271.400390625,10271.400390625,9.237118651039143,0.016422128647374024,0.5754625192588475,10049.221048689351,,,,,,
2018-05-18 00:00:00+02:00,10209.2998046875,10221.0,10088.400390625,10112.400390625,249545800.0,10112.400390625,10112.400390625,10112.400390625,9.221517711194625,-0.015600939844517825,-0.5980404193410543,10251.445501204647,,,,,,
2018-05-25 00:00:00+02:00,10031.0,10053.099609375,9722.7998046875,9826.5,298273900.0,9826.5,9826.5,9826.5,9.19283809684004,-0.028679614354585325,-1.0773156322845572,10070.60500206069,,,,,,
2018-06-01 00:00:00+02:00,9544.7001953125,9677.5,9529.0,9632.400390625,238950800.0,9632.400390625,9632.400390625,9632.400390625,9.172887735478767,-0.01995036136127304,-0.7574273604274221,9817.993225138294,,,,,,
2018-06-08 00:00:00+02:00,9762.7001953125,9772.2001953125,9713.2001953125,9746.2998046875,176047100.0,9746.2998046875,9746.2998046875,9746.2998046875,9.184642984749267,0.011755249270500201,0.40444216047469883,9599.849857151674,,,,,,
2018-06-15 00:00:00+02:00,9980.099609375,9985.900390625,9798.900390625,9851.0,377069300.0,9851.0,9851.0,9851.0,9.19532825185568,0.010685267106412155,0.3652320762154491,9843.64346768893,,,,,,
2018-06-22 00:00:00+02:00,9738.900390625,9799.5,9724.900390625,9792.099609375,155310100.0,9792.099609375,9792.099609375,9792.099609375,9.189331177226409,-0.005997074629270571,-0.24610150209258377,9786.541888876094,,,,,,
2018-06-29 00:00:00+02:00,9671.099609375,9741.2998046875,9620.2998046875,9622.7001953125,200359300.0,9622.7001953125,9622.7001953125,9622.7001953125,9.171880189858344,-0.01745098736806483,-0.6658364272714493,9820.60149605724,,,,,,
2018-07-06 00:00:00+02:00,9905.0,9926.900390625,9833.2001953125,9905.0,166583400.0,9905.0,9905.0,9905.0,9.20079495913265,0.028914769274306806,1.0332621985834585,9557.770252763692,,,,,,
2018-07-13 00:00:00+02:00,9807.5,9807.5,9717.599609375,9734.7998046875,132524900.0,9734.7998046875,9734.7998046875,9734.7998046875,9.183462353104607,-0.01733260602804343,-0.6614982780267671,9921.803345951956,,,,,,
2018-07-20 00:00:00+02:00,9710.400390625,9751.2998046875,9654.2998046875,9724.7998046875,162179600.0,9724.7998046875,9724.7998046875,9724.7998046875,9.182434582638512,-0.0010277704660950349,-0.06399862085995814,9716.146243134868,,,,,,
2018-07-27 00:00:00+02:00,9781.599609375,9896.0,9775.900390625,9867.900390625,230693900.0,9867.900390625,9867.900390625,9867.900390625,9.197042383417616,0.014607800779103286,0.5089754777206984,9821.264371354298,,,,,,
2018-08-03 00:00:00+02:00,9710.2998046875,9762.7001953125,9671.2001953125,9739.7998046875,146427500.0,9739.7998046875,9739.7998046875,9739.7998046875,9.183975842491824,-0.013066540925791514,-0.5051659785465134,9792.276378545545,,,,,,
2018-08-10 00:00:00+02:00,9669.599609375,9675.599609375,9557.400390625,9602.099609375,224945200.0,9602.099609375,9602.099609375,9602.099609375,9.169737062852429,-0.01423877963939546,-0.5481233102432902,9787.886819169877,,,,,,
2018-08-17 00:00:00+02:00,9450.2998046875,9457.0,9357.599609375,9417.2998046875,141114900.0,9417.2998046875,9417.2998046875,9417.2998046875,9.150303681542264,-0.019433381310165032,-0.7384823424218433,9620.038803802958,,,,,,
2018-08-24 00:00:00+02:00,9559.7001953125,9625.7998046875,9559.7001953125,9589.5,99415000.0,9589.5,9589.5,9589.5,9.168424028874892,0.01812034733262813,0.6376946759940941,9430.690932415515,,,,,,
2018-08-31 00:00:00+02:00,9466.2998046875,9470.599609375,9375.099609375,9399.099609375,172662900.0,9399.099609375,9399.099609375,9399.099609375,9.1483691774336,-0.020054851441292598,-0.7612564568173742,9608.335449282,,,,,,
2018-09-07 00:00:00+02:00,9209.2001953125,9237.900390625,9111.099609375,9171.2001953125,162079000.0,9171.2001953125,9171.2001953125,9171.2001953125,9.123823439490083,-0.02454573794351589,-0.9258274600181459,9394.116605899546,,,,,,
2018-09-14 00:00:00+02:00,9359.400390625,9378.2998046875,9324.2001953125,9365.2998046875,132227500.0,9365.2998046875,9365.2998046875,9365.2998046875,9.144766627679976,0.020943188189892936,0.7411392300985474,9082.410756632362,,,,,,
2018-09-21 00:00:00+02:00,9614.2998046875,9665.400390625,9563.2998046875,9590.400390625,408472800.0,9590.400390625,9590.400390625,9590.400390625,9.168517917853178,0.023751290173201767,0.8440436700692356,9474.72959437314,,,,,,
2018-09-28 00:00:00+02:00,9468.0,9468.900390625,9299.599609375,9389.2001953125,243629600.0,9389.2001953125,9389.2001953125,9389.2001953125,9.147315392356557,-0.02120252549662105,-0.8033136031156376,9555.332470160238,,,,,,
